dr7objid,asset_id,gz2_class
587738947731521826,115748,Er
588017977822347330,226106,Ec
588023670779740290,237425,Ei
587725552818716807,10476,Sb
587739608082022549,131438,Ser
587739380452229330,124380,SB
588848900451008674,244170,Ei
587742775087595589,181899,SB
587738568703213678,111962,Sc
587735491360194726,255235,Ei
587739506621415605,130843,Er
587735695916793928,86600,SB
587739720305016967,138075,Ei
587741490377588871,150663,Sc
588017626695794824,270336,Ei
587742611341770957,178098,Sc
588007003652096113,190718,Sb
587727866181386535,21665,SB
588017626950336653,214642,Er
587738410334290046,110764,Ei
587725469590356157,6754,SB
587731185668915254,277633,Er
587745404151267397,188008,Sb
587727942953468174,22199,Sb
587738946132312191,114699,Ei
588017723871461589,221338,Sc
587735348556398810,81213,Er
587732578831696406,252269,Ec
587732484358078745,55898,Er
587742568933228607,173850,Ei
587728880878157934,26205,SB
587735043612278985,77957,Er
587739707409957023,135796,Er
587741531716059245,151578,SB
587739810488779012,140452,Ser
587734894362558650,76119,Ser
587739812099064047,141706,SB
588018253750927527,234475,Ei
587741830731137175,161909,Sb
587731913109602452,49543,Er
588009366938124407,193257,SB
587742550687416508,172186,SB
587729408078119098,35847,Sb
588013383279902833,204434,Sb
588848900457824356,244263,SB
587730848499237231,274970,Ei
587742013301129348,163423,Sb
587744874251616513,185960,Ser
587737826210152800,106751,Er
587742609726701743,177426,Er
587733080807243887,64354,Ser
587725552810131669,10377,Ei
588017704024473656,218268,SB
587728918988193985,27031,Ei
587726100956053785,20775,Ei
588297864180858980,239516,Sb
587738409795780786,110502,Sc
588017948824764570,225019,Sb
587736802933735525,97681,Er
587739153889296982,259393,SB
587739828215021835,262162,Sb
587728917911765115,26881,Sc
588298663047463127,241080,Er
587739302613680234,122343,Sc
587736478132011303,255859,SB
587726032249159788,18068,Ei
587730023867744393,42343,SB
587731499187896414,43766,SB
588017567638356097,210337,Er
587739505541382293,130373,Ser
587736584435204217,256259,Sc
587739379910115341,124135,Er
587738570323329253,112745,Sc
587742190991638662,171071,Sb
587735666914558076,255447,Ser
587733079733174402,63830,Ei
587742550680600840,172078,SB
587741708870877365,156531,Sb
587732482765750302,54615,Ec
587731498648928373,43635,Sc
587739407848898736,128196,Ei
587733605336809761,253888,SB
587729158440878344,30605,Ec
587739407328149574,127695,Sc
588017722253574307,220994,SB
587738570321428651,112721,Ser
588017720649973862,220430,SB
587732578834252205,57429,Er
587732483266969812,54635,Sb
587732152030134430,52413,Sb
587725591454941232,11434,SB
587741724965208084,158645,Er
587725551195259099,9230,Sc
587732702321639624,59866,Ei
587738409254781053,110169,Er
588016879903703301,206518,Sc
588010880371458142,198833,Er
587729751675372238,37853,Ser
587725818014007466,12933,Sc
588013383797243910,204570,SB
588015509822308394,293738,Ec
587736915150700704,100224,Sen
587741725506601032,263845,SB
587736919970283915,101036,Er
587742551223566698,172560,SB
587729228758450340,32731,Sc
587735489750302840,83019,Sc
587741534397464677,153531,SB
587728668266856739,24097,Sc
587731679574556737,45322,Sb
588017626162200739,270289,Sc
587729158980632708,31061,SB
588023668100890736,236378,Er
587739380989886718,124660,Ei
588848899369730254,242509,SB
588848900981981462,244838,Sb
588017991767752742,230970,Ei
587729158444744922,30708,SB
587739843776479449,262246,Ei
587739115236688290,118747,Er
587736916217430201,100528,Sc
587742013270589607,162903,Sc
587738195049578686,108862,Ei
588013383260504085,204195,Ser
587741421641531574,149324,Er
587725578038083916,11049,SB
587732134304350339,51193,Sb
588295842854862964,238680,SB
587742550680404121,172070,Sb
587726102019244038,21086,Sc
587725550141898797,8731,Ei
587741603105210388,155521,Sc
587742576447848557,175548,Sc
588010878217289829,197495,Er
587739706328481876,134903,Ei
587739721361391764,138773,SB
587733197037830287,65450,Sc
587725075532742742,246182,SB
587732772111515838,62799,Er
587731892185071785,49355,Er
587725473881718988,7602,Er
587739810499527064,261868,SB
587735662626537553,84096,Sc
587733080814583969,64491,SB
587742902330720459,184705,Sb
588017704026374365,270773,Er
587742615635886405,178689,Sb
587726014553129090,247345,Sc
587725816952848540,12424,SB
587739607555113089,131312,Sc
587741726579884065,159284,Sc
587739811566321882,141533,Sc
587738066188632417,107657,Sb
587725552287416433,10247,Ei
587729227686281378,32433,Ei
587724650875388004,3692,Ec
587731873389478142,47525,Sc
587732581517164744,58019,Ei
587733441054900322,69404,A
587737825145520190,106427,SB
587733079202136153,63724,Ei
587742012737388662,162307,Er
588017704025325577,270771,SB
587741830191251642,161757,Er
588018089471967292,233351,Er
587736808303034516,98239,SB
587742644626456615,180492,Ei
587736803472179296,97739,Ec
587739608102338705,131729,SB
588848899900571934,243106,Er
587739131885191297,119671,SB
587726033330569327,19545,Er
587739815316881686,142069,Er
588017948811919413,224867,Ei
587739376157393005,123398,SB
587725819091222648,13539,Er
587741708329943324,263559,Sd
587742863133376551,183430,Er
587741490355372329,150336,Ei
587742863140323373,266672,Er
587741566050304142,153674,Ei
587733603192013082,70021,Er
587739810498544095,140689,Er
587739114165043443,118435,Er
587725039561801995,4176,SB
588017569778827410,210521,Sc
588017703468269591,217163,Sc
587742014907547887,165197,Sb
587728879271870645,25415,Ei
587726015073878093,15354,Er
587734861608910928,74460,Sb
588848899366715553,242467,Ser
587742014905450621,165169,Sc
587735490282913948,83063,Ei
587738569250373745,112305,SB
588011101032415407,199470,Er
588295842316288114,238491,Sc
587736915677610002,100278,Er
587730022797738141,41885,Sc
588009371760132221,194098,Ei
587742589870932433,177094,SB
587736547389866048,93415,SB
588010359615127607,196477,Sb
587739706874593495,135391,Er
587738564405821963,111362,SB
587738410328850581,110684,Er
587728949583937672,28647,Ei
587724649257238752,2789,Sc
587727944565981354,248231,Sc
588017626682097803,214277,Sen
588848901002035379,245149,Er
588015510363373745,295161,Sc
588018056193769604,272412,SB
587732583130136736,58403,Ei
587739810490220674,140499,Sc
587745970001609044,189167,SB
588017978373111980,227082,Er
587741816788025436,160553,Sc
587742569473507487,173942,SB
587736899034546455,99610,Ec
588007005256548534,192062,Sc
587733412590256278,67943,Er
587738067264733546,257915,Sc
588011099409875030,199420,Ei
587732771597451368,62714,Sc
587739720295645284,137853,Ei
587732702319280283,59837,Sc
587734621631021398,72866,Sc
587729159508459659,31357,Ei
587731889501438094,48554,Er
587739828752417259,143987,Sb
587741602026815647,154736,Sc
588848901537005642,245602,Er
587738946674163716,115124,Er
587739811038101754,141261,Sb
588010359077863472,196056,Ei
587731886811775138,48239,SB
587738618104119450,114654,SB
587736812598657187,99077,Sd
587738411942740101,258326,Sen
588010358007267523,268048,Sc
587739408392519808,128899,SB
587727867255521523,21871,Ser
587735490282848380,83060,Ser
587736618793566781,95400,Er
588848900435935537,243858,Sen
587739809963966727,140256,Sen
587739607552426124,131258,Sb
587742775094935635,182037,Ei
587742061604831329,264801,Sen
587725470674845810,7312,Er
587742189899022433,170183,Sc
587732702868602984,60433,Sb
587745403066778284,187574,Sc
587741708868386856,156508,Ser
588015509278359701,292304,Ser
587739379918241998,124277,Sc
587742060554944701,166608,Sc
587742060551602392,166541,Ec
588013383809433707,204694,SB
588298663582695684,241243,Er
587738953099772001,117278,Er
588010359603986572,196299,Er
587728676858953797,24662,Er
587736813668139233,99277,SB
588017702387515496,215667,SB
587739407306260628,127391,Sb
587731513691537444,285141,Sc
587736542553178234,256094,Sen
587739407295774951,260196,Sd
587741387812438291,148263,SB
587731872846446685,251078,Ei
587735665322033614,84854,Ei
587734621631479889,72875,SB
588848900463001887,244371,Ec
587736618783736025,95132,Sb
587729652887060684,36884,Sb
588013381659525127,203089,Er
588015509814313026,293431,Ser
587729160048083188,31825,Ei
587734892219334736,254353,Ser
587725552828743800,10592,Sb
587739153352818879,120604,Ei
587736975815278677,103375,SB
587734622178181313,73273,Ser
587725469059580036,6628,Sc
587739457758101575,129268,Ser
587725591458349233,11466,Er
587735347480166732,80197,Ec
587736586046472402,94743,Sc
587742901792473186,184570,Sc
587725816414863495,12103,Ei
587726101482569763,20819,Er
587733605339889822,71333,SB
587739303679361103,122584,Sc
587739809957478603,140087,Sb
588017979962687535,229260,Er
588017704542404784,270823,Sc
587725041171038368,4854,Sb
587732483290693789,55002,Sb
587739096987926637,117685,Ec
588015509289631969,292693,Sc
587731172771824190,275408,SB
587741600954777700,154150,Sc
588848900973527143,244677,Sc
587736478130438474,89193,Ser
587742014352326766,164318,Sb
587741724963700864,158625,Sc
587736543104205326,256150,Sc
587742062158217235,168788,Ei
587729159503478987,31279,Sb
587739158725066922,121374,Ei
587729779050020885,39930,Er
587729776913940669,39172,Ei
587741708323193253,155977,Ei
587742012763668654,162783,Ec
588007004164587634,190919,SB
587739720834482331,138426,Ei
587738570311336029,258466,Sd
587728310180380919,23946,SB
587742010044448900,162136,Ei
587739295089557604,121974,Ec
587745539446538351,188363,Er
587739827125616767,142315,Ser
587739407839461495,128102,Sc
587742190991376560,171064,SB
587732770518597740,61585,Sc
588017112366776378,208553,Sb
587725551752249591,9891,Er
587742576995860648,176146,Er
588007004196700480,191260,Ser
587738948270883105,116164,Er
588017978340016315,271717,SB
587726031721660537,17582,Sb
588297864725266587,240041,Er
587739811037249765,141229,Er
587729229301743772,32946,SB
587732482754019432,54485,Sc
587722983901823234,1538,Er
587728879797076164,25516,Ei
587735663162884325,84274,Sc
588017704554987695,218848,Ser
587736809379266734,98615,Ei
587727865643598026,21533,Sc
587733410985214069,67306,Ec
587742568395767914,173673,Er
588017569776992302,210483,Er
587741709943046232,157194,Sb
587739506088935575,130742,Ei
587733609625616646,72240,SB
588848900991221923,244984,SB
587739132952051793,120172,Ei
587730022788628648,250387,Sc
588011217523048649,200986,Sa
587739097530957942,117945,Ei
587739406243004504,126067,Ser
587735743688736997,88023,Sb
588010359086448826,196187,Er
587731185126211828,276387,Ei
587736941993066881,102195,SB
588017713658921126,219812,Er
587739407311503425,127447,Er
587745541056364553,189034,Sb
587739131341766738,119312,Er
587735348565967019,81345,Sc
587741817856196674,160887,Sd
587731868557246574,46211,Ei
588015508738211996,290868,Sb
587731513149227090,284316,Ei
587742060554420478,166597,Er
587739828212662331,143466,Er
588848898848391305,242133,SB
587739845393514809,145315,Er
587739608638292135,132047,SB
588015507671220415,288624,Sc
588297864726184088,240068,Er
587741726577918099,159257,Sb
587736805084168222,97860,Sc
587731511540973748,282078,Ec
587724649262809246,2848,Sc
587733410455486766,67182,Ei
587736542554095767,256095,Sc
587725551197814911,9261,Sc
587739631706570918,133434,Ser
587736477055909919,88569,Sen
587736619861016841,256454,SB
587733603185721402,69958,Sc
587741726577524893,159237,SB
587739153893490823,120771,Er
587731874460139817,47705,Er
588017571925065824,210961,Sen
588009371761311911,194105,SB
588848899933536705,243641,Ei
587739707954299098,136482,Er
588013384355610642,205114,SB
588015508212940990,290108,Ei
587738947214508131,115631,SB
587741830193414301,264168,Sc
587742572687327274,174450,Er
587736525906837682,90477,SB
587732483815899283,55340,Ser
588017703482032231,217420,Ser
587742551230185858,265353,Ei
587734949120573655,76820,Ec
587736523761844428,89902,SB
587734894362951747,76130,Ser
587742578064097531,176719,Ei
587726100949106753,20648,SB
587741420558483984,262786,Sen
587742062674051275,264957,Ei
587739646208770170,133630,Sc
587735347485409470,80269,Er
587736753540890839,96714,Er
587738409259630699,110268,Ei
587722982829654172,799,Sb
587736963459580092,102871,Sd
587741708874875006,156580,Er
587728949585641615,248890,Er
587729227690934311,32537,Er
588010878224760996,197657,Sc
587729407547081115,35741,Sb
587739407313928376,127501,Ec
588016528245588110,205315,Ser
587735743684870328,255720,Sb
587738410862117047,110877,Er
587739815317340339,142079,SB
587736897964540204,99456,Sc
587729779050086460,39931,Sb
587736812594397249,98997,Sc
587733604806820293,71012,SB
587742774552559704,181611,Er
587732152571592856,52579,Er
587729653961261352,249847,SB
587745402006077468,187282,SB
587728880879730858,26243,Ei
587741533843750981,153146,Ser
587739708481208496,136740,Ec
588011124121469074,200545,Sc
587733603732291636,70250,Er
587739828747632677,143873,Er
587734894364655745,76158,SB
587742627994861796,179413,SB
587722981742215305,20,Ei
588010136804589720,194860,Ser
588017710973714532,219369,Ser
587725818024362139,13043,Sc
587736941987889181,102049,SB
587739827668254887,262078,Ser
587736479199658115,89676,Er
588848901009637754,245279,Ser
588017719567188026,219902,Sb
587734861612581021,74533,Sc
587731891114672302,49125,Sc
587735661552074860,83683,Ei
587738953104490670,117329,Ser
587739506617286728,130806,SB
587739608627871875,131872,Ei
588010878762942643,197931,Er
587731500259475470,43992,SB
587729408619381024,36172,Sc
588017116659318917,209179,SB
588007005272473776,192266,Sb
588017977827196945,226181,Ec
588010359605756055,196320,Er
587731186740166913,279371,Sc
587738948281303236,116323,Ser
587738410329309307,110692,Ser
588013382183092606,203267,Er
587742014882775283,164819,SB
587741720674435166,157661,Ser
587735240639512747,78806,Er
587742611872940062,178258,Ei
588013383818936377,269226,SB
587737809030283556,105620,Sc
587728677396349069,24793,SB
587739406240055436,126021,Ei
588011219677020265,201900,SB
587745244702048337,187014,Ei
587732052711571668,50407,Ei
587731680113721599,45528,Ser
587733079203053660,63735,Ec
587732769978777643,61113,Ei
588010880377487595,198971,Sc
587729653423669382,37039,Sb
587739721906258085,139337,Er
588023720170553496,237524,Sc
587739827134726361,142542,Er
587725040097100040,4383,SB
588017949883695183,225405,Er
587737826206548281,106676,Sc
587726032789635125,247773,Sc
588017947204059274,223979,Sb
587741490358518062,150380,Sc
588848899399745942,242956,Er
587739098598604965,118207,Er
588298663577649284,241164,Er
587738195576881182,108950,Ei
587734891677614183,75110,Sb
587742062695350453,169502,Sc
587738409251569839,110117,Sc
587739379916144855,124238,Er
588017604690313281,212074,Sb
587729772071682269,38296,Ec
587741490369331364,262960,SB
587739098605486262,118283,Sc
587739375633760365,123306,SB
587742864743071876,183955,SB
587738947750264983,116053,SB
588297863641039056,239130,Ser
587741708338266293,156190,Ec
587739844305748079,262249,SB
587739652644274487,134818,SB
587739457761050842,129306,Sb
587725552275226743,10104,Ec
587742550687416341,172185,Sb
587729158973292682,30936,Ec
587736525372588249,90396,Er
587731869629677688,46604,Ei
587736809377628339,98596,Ser
587739132427763873,120104,Sc
587734691427516547,74226,SB
587741532242444456,151857,Sc
587733399716823234,66816,Sen
587733442125431067,69717,Er
587739408409559213,129122,Sb
587726015076499484,15389,SB
588011219143229619,201750,Sb
588015507657719922,287910,Sb
587742775637639331,182413,Sb
587739407857418328,260304,SB
588017702935855233,216453,Ei
587726015077679247,15408,SB
587738950420463675,116772,Ser
587722983898218514,1497,Er
588017728693403769,223217,Sc
587741533844603147,263258,Sc
587732703948177561,61023,Sb
587731890037194863,48736,SB
587726032232251581,17799,Er
587736619324997800,256431,Sc
587742188836880536,265027,Sd
587728677929091307,24821,Ei
587724648182644876,2181,Ei
587725474955133145,246443,SB
588848900977459371,244743,Ser
588010360158224645,197003,Ei
587734862145585314,74584,SB
587742629065851120,179927,Ei
587741708345868458,156342,Ei
587730848497074996,274923,Ec
588017990154715314,229732,Sc
587739827124109333,142274,Sd
587733608547811542,253943,SB
587736808841085086,98446,Er
588848901534056619,245582,SB
587735665303879846,84568,Sc
587739457222606959,129170,Ei
588017627223359551,214723,Er
587732701250650267,59161,Er
587742578067636429,176801,Sc
587734893287899334,75719,Sen
587732772662935687,63426,Er
587732052706787615,50344,Sb
587730023864336460,42274,Er
588015508739588187,290972,Ei
587736618787799419,95262,Er
587742013839179996,164071,Sc
588017704556822677,218875,Ser
588015508732051595,290562,Ei
587729387135434901,34548,Sen
587741721752109199,158025,SB
587733432461427017,68859,Sb
587739406796849358,127035,Sc
587742577525784691,176367,Sb
587742550687482072,172188,Sb
587734303267684555,286139,Ei
587736478135550373,89290,Sen
587742614562537707,178494,Sb
588023047472545904,235643,Sb
587739707406483636,135702,Er
588017567637962887,210330,Sc
587729233050533926,33452,Er
587726032777511069,18554,Sc
588017979446460667,228749,SB
587735742073929937,87426,Ei
587736812057854166,98875,SB
587731680650723586,45724,Ei
587731873924907156,47621,Ser
588017114514718844,208759,Er
587739294552162384,121898,Er
587732701790011556,59562,Sc
587741534398251069,153560,Er
587739296160022624,259599,Sd
587739505552130154,130546,Er
587722983907393858,1631,Ei
587739097520734316,117784,A
588009365868511369,267793,Sd
588017978340606030,271720,Er
587726100409942221,20357,Ser
587726015607210081,15758,Sc
587724648184938507,2221,SB
588023669168603316,236731,Er
588297864711831811,273196,Sc
587742775638687824,182435,SB
588017626683146452,214309,Sc
587741490363695264,150435,SB
587739406779285635,126789,Ser
587738197194178679,109686,Ec
587732770517811393,61578,Ei
587729233052172362,33486,SB
588016879902326982,206472,Er
587742773484388470,181048,Er
587741490371493975,150536,Ei
588017729767211165,223516,Sen
587742902864117900,184789,Er
587736586572071051,94927,SB
588015507671613626,288646,Ec
588023046934757498,235436,Sc
587742014356521090,164416,Sc
588010359064690741,195825,Er
587738371669950817,109789,SB
587735348564459754,81309,Er
587739811560358003,141413,Er
587732770501886141,61366,SB
587736477596909863,88994,Ei
587729971249414284,250258,Sb
588017730303688899,223686,Ei
587735241175924939,78943,Sb
587722984433254487,1851,Sb
587736783071477951,97436,Ei
588017625622839445,213759,Sb
587739706885734568,135602,Ei
587726033850597496,19869,Er
587731868561768564,46310,Ei
587737826744205696,106908,Sen
588848900983423150,244885,SB
587725818022068415,13003,Sb
588297864192917673,239700,Ei
587732482756771850,54507,Ei
587728931347300524,27724,Sb
588023669170307122,272833,SB
588016841249849513,205879,SB
588017567098011739,210067,SB
587733604795678936,70830,Sb
588298664119107614,241404,Ei
587739708488286353,261392,Seb
587726031720612076,17568,Ei
587741815968760220,160034,Ei
587742060553765097,166584,Sc
587739721913008274,139503,Ei
588015509819883707,293666,Er
588017625093636212,213526,Sc
587736585504489613,94286,Er
587728669879566490,24437,Sb
587734303802720508,286392,Er
587742575909404695,175114,Er
587738618101956719,114624,Ei
587742774013001872,181211,Sc
587741725768745125,158994,Ec
587730022794592466,250402,Sc
587742061058719907,166849,Ec
587742014876614891,164738,Sb
587742577533190346,176503,Ei
588017726552604914,222875,Ei
588010879844286658,198662,SB
587739382064087201,125153,Ei
587742060526501919,166192,Sb
587738616493113458,114152,Sb
587736477051453652,88484,Ser
587742189362479248,169880,Er
587731890576752643,48943,SB
587731185113694428,275956,Sc
588011102646501585,199778,Sb
587739811024142517,140934,SB
587726031710322821,17395,Sb
587732049477304505,251405,Sb
588848900468179188,244452,Ei
587732157389013164,53119,Ei
587732052708556995,50378,Sen
588017977279905850,225662,SB
588017604163076244,211784,Sb
587738946680979593,115232,Ei
588848900992401510,245009,Er
587735348026409110,80833,Ser
587735349646524535,82244,Ei
587735347494519024,80419,Sb
588017567629639789,210154,Ei
587728879803629797,25613,Sb
587741816247746587,160247,Ei
587736752473899469,256517,Sen
587744874249257347,185931,Ser
587728905026339086,26456,Sb
587739721370435776,138896,SB
588017626686947485,214366,Sb
587739375634677852,123325,SB
587738411401019545,111135,SB
587742575922708553,175335,Ei
587736920504533215,257092,Sc
587732136459305058,52157,Sd
588023720708669699,237638,Er
587742566784696478,173107,Sb
587741721748701252,157963,Ei
587732483822059684,55426,Sc
587734862683701391,74702,Sc
587735348567671010,81363,SB
588297863634682233,239034,Sc
587739115783061667,119050,Ec
587739132964634960,120392,Sb
588016879902064891,206468,SB
587739811567698095,141560,Ei
588297864715174068,239863,SB
587742013275111498,162973,Ei
588295840174637169,238025,Sc
587741390498889994,148346,Er
587742610802344179,177826,Sc
587729751676551184,37875,SB
588011124115046556,200430,Er
587739814243401746,141830,Ei
587725773996097793,11600,Er
587739810490941724,140529,Ei
588013382742704303,204033,Ei
587741391569486034,148566,Er
587741421096009924,149023,Ei
587733399175233644,66479,Ei
587733398640001164,66255,Sb
587736977417568475,104039,Ser
587729233056170568,33559,Ser
587736585514058289,94510,SB
587736543094702292,91995,Ei
587735662624702585,84060,Ser
588017978916208873,271887,Ser
587730847424905368,274458,Ei
587741709403554098,156823,Ei
587731890039029881,48760,Ei
587739828749336905,143904,Ei
587727865649823848,21608,Ser
587726032780787935,18635,Er
588015509277638661,292245,Ei
587741490371494048,150537,Ei
587742628521377868,179538,Sc
587739719224852649,137277,Ec
588011102106878149,199651,Sc
588017109678555214,207511,Sc
588009366941532308,193282,Sc
587742615097442619,178541,Ei
588018056186953774,232672,Ser
587725551738880014,246686,SB
587733399174709409,253332,SB
587733081346211978,64693,Er
587739295626494105,122040,SB
587739608102862963,131735,Er
587734948047814794,76253,Er
587728932417503318,28104,Sb
587736586055319686,94901,Sen
588018090547282292,272511,Sb
588011219678462135,201914,Sc
588298663579353254,241183,SB
587736584438153528,93747,Sb
587745244158165127,186700,Sc
587739608085037187,131479,Ser
588017567100698723,210117,Er
587735349643706566,82186,Ei
587731187268190411,279939,SB
587732054309535788,50850,SB
587739506086838437,130687,Sc
588017724407218357,221586,Ei
587739156583350342,120904,SB
587736584425439341,93491,Sb
588017627771830355,215295,Ser
587739407878717627,128665,Sb
588017605770608832,212979,Ei
588297865798680686,240551,Er
587729153598816434,29757,SB
587741721749029047,157969,Er
587729231445164339,33023,Sen
587738617021923335,114207,Ei
587725552819437717,10482,Er
587733441047625983,69297,Ei
587732577771454643,56934,Sc
587736619858526247,95724,Ei
588017110759374880,207983,Er
587736542560518404,91595,Sc
587731868552527970,46165,Sc
587732152031248523,52428,Ei
587739811570319409,141602,Er
587727867254931772,248135,SB
587745403607056703,187830,Ei
